TIMESTAMP,DATE,HEADLINE,SOURCE,STORY_ID,RIC,TIMESTAMP_PARSED,FINBERT_POS,FINBERT_NEG,FINBERT_NEU,FINBERT_SCORE,FINBERT_LABEL
2025-08-25 06:36:11.339000+00:00,25/08/2025,"Apple reportedly set to revamp iPhone line with Air, Fold, and more models",NS:BUSSTA,urn:newsml:reuters.com:20250825:nNRAxgwkyy:1,AAPL.O,2025-08-25 06:36:11.339000+00:00,0.14024849236011505,0.011442109942436218,0.848309338092804,0.12880638241767883,positive
2025-08-25 06:39:47.448000+00:00,25/08/2025,iPhone 17e vs iPhone 16e: 5 key upgrades we expect to see next year,NS:HINDUT,urn:newsml:reuters.com:20250825:nNRAxgwo9z:1,AAPL.O,2025-08-25 06:39:47.448000+00:00,0.8809753656387329,0.010380450636148453,0.10864415019750595,0.8705949150025845,positive
2025-08-25 08:15:19.588000+00:00,25/08/2025,Apple ex-employee who joined OPPO faces legal action for.,NS:HINDUT,urn:newsml:reuters.com:20250825:nNRAxgxqy1:1,AAPL.O,2025-08-25 08:15:19.588000+00:00,0.02118091471493244,0.6988139152526855,0.28000515699386597,-0.6776330005377531,negative
2025-08-25 10:34:05.613000+00:00,25/08/2025,Apple's budget MacBook: 2 reasons to wait and 2 reasons not to,NS:HINDUT,urn:newsml:reuters.com:20250825:nNRAxgzgay:1,AAPL.O,2025-08-25 10:34:05.613000+00:00,0.03735026717185974,0.14448483288288116,0.8181648850440979,-0.10713456571102142,negative
2025-08-25 10:34:21.900000+00:00,25/08/2025,"iPhone 16 users, Apple has a 'surprise gift' for you with iOS 26 update",NS:HINDUT,urn:newsml:reuters.com:20250825:nNRAxgzgzl:1,AAPL.O,2025-08-25 10:34:21.900000+00:00,0.11258646845817566,0.010522189550101757,0.8768914341926575,0.1020642789080739,positive
2025-08-25 10:51:12.227000+00:00,25/08/2025,"Apple foldable iPhone may launch in 2026: Book-style form, eSIM-only setup",NS:BUSSTA,urn:newsml:reuters.com:20250825:nNRAxgzmd0:1,AAPL.O,2025-08-25 10:51:12.227000+00:00,0.07538898289203644,0.009574495255947113,0.9150364995002747,0.06581448763608932,positive
2025-08-25 12:30:57.295000+00:00,25/08/2025,"Here are Monday's biggest analyst calls: Nvidia, Apple, Netflix, American Eagle, Broadcom & more",NS:CNBC,urn:newsml:reuters.com:20250825:nCPCtyNHb:1,AAPL.O,2025-08-25 12:30:57.295000+00:00,0.025807885453104973,0.03438083082437515,0.9398112893104553,-0.00857294537127018,neutral
2025-08-25 16:48:13.919000+00:00,25/08/2025,"Elon Musk sues Apple, OpenAI in US court, accuses them of 'thwarting AI competition'",NS:HINDUT,urn:newsml:reuters.com:20250825:nNRAxh5i61:1,AAPL.O,2025-08-25 16:48:13.919000+00:00,0.015337754972279072,0.8992252349853516,0.08543702214956284,-0.8838874800130725,negative
2025-08-25 17:39:00.199000+00:00,25/08/2025,"South India rings louder on iPhone call Exports from Apple vendors in TN, Kâtaka place them among top 5 electronics exporters",NS:BUSSTA,urn:newsml:reuters.com:20250825:nNRAxh66l7:1,AAPL.O,2025-08-25 17:39:00.199000+00:00,0.9066604375839233,0.03690820187330246,0.05643141269683838,0.8697522357106209,positive
2025-08-25 18:00:22.694000+00:00,25/08/2025,xAI sues Apple and OpenAI over deal to integrate ChatGPT into iPhones,NS:FT,urn:newsml:reuters.com:20250825:nFtn2qhnyd:1,AAPL.O,2025-08-25 18:00:22.694000+00:00,0.01479570847004652,0.9384279847145081,0.04677630215883255,-0.9236322762444615,negative
2025-08-25 18:01:14.667000+00:00,25/08/2025,Elon Musk accuses of Apple and OpenAI of stifling AI competition in antitrust lawsuit,NS:ASSOPR,urn:newsml:reuters.com:20250825:nNRAxh6fso:1,AAPL.O,2025-08-25 18:01:14.667000+00:00,0.01907310076057911,0.8756120800971985,0.10531474649906158,-0.8565389793366194,negative
2025-08-25 18:32:12.925000+00:00,25/08/2025,Apple co-founder Wozniak to speak at forum in Moscow in September,NS:ITARTA,urn:newsml:reuters.com:20250825:nNRAxh6yun:1,AAPL.O,2025-08-25 18:32:12.925000+00:00,0.04548359662294388,0.03072516806423664,0.923791229724884,0.014758428558707237,neutral
2025-08-25 19:11:51.903000+00:00,25/08/2025,Elon Musk sues Apple and OpenAI over AI competition,NS:INDEPE,urn:newsml:reuters.com:20250825:nNRAxh7imk:1,AAPL.O,2025-08-25 19:11:51.903000+00:00,0.014576651155948639,0.876913845539093,0.10850950330495834,-0.8623371943831444,negative
2025-08-25 22:46:06.135000+00:00,25/08/2025,"Elon Musk's companies sue Apple, OpenAI over alleged anticompetitive scheme",NS:XINHUN,urn:newsml:reuters.com:20250825:nNRAxh9gkn:1,AAPL.O,2025-08-25 22:46:06.135000+00:00,0.019266348332166672,0.8860219717025757,0.09471167623996735,-0.866755623370409,negative
2025-08-25 22:50:10.632000+00:00,25/08/2025,"Elon Musk's firm xAI sues Apple, OpenAI",NS:HINDUT,urn:newsml:reuters.com:20250825:nNRAxh9i2w:1,AAPL.O,2025-08-25 22:50:10.632000+00:00,0.05122406408190727,0.03695426881313324,0.9118216633796692,0.014269795268774033,neutral
2025-08-25 23:01:31.481000+00:00,25/08/2025,Elon Musk's xAI sues Apple and OpenAI in expanding fight over competition,NS:WASHPO,urn:newsml:reuters.com:20250825:nNRAxh7pno:10,AAPL.O,2025-08-25 23:01:31.481000+00:00,0.017755495384335518,0.8896340727806091,0.09261033684015274,-0.8718785773962736,negative
2025-08-26 01:11:55.881000+00:00,26/08/2025,Elon Musk accuses Apple and OpenAI of 'conspiring' to suppress his rival AI chatbot Grok in antitrust lawsuit,NS:INDEPE,urn:newsml:reuters.com:20250825:nNRAxh7imn:7,AAPL.O,2025-08-26 01:11:55.881000+00:00,0.014861010946333408,0.8709850907325745,0.1141539067029953,-0.856124079786241,negative
2025-08-26 01:14:31.167000+00:00,26/08/2025,<US>DJIA Ends Down 349 Pts; Tesla Up ~2% Against Mkt Trend; Intel Ebbs,NS:AAFN,urn:newsml:reuters.com:20250826:nAASrb6FM:1,AAPL.O,2025-08-26 01:14:31.167000+00:00,0.040044791996479034,0.9456285834312439,0.01432658452540636,-0.9055837914347649,negative
2025-08-26 04:21:53.875000+00:00,26/08/2025,APPLE INC: APPLE TO OPEN ITS FIRST RETAIL STORE IN INDIA'S PUNE ON SEPTEMBER 4,NS:RTRS,urn:newsml:reuters.com:20250826:nFWN3UH0O2:1,AAPL.O,2025-08-26 04:21:53.875000+00:00,0.2927904725074768,0.010671943426132202,0.6965375542640686,0.2821185290813446,positive
2025-08-26 04:44:21.201000+00:00,26/08/2025,The legal battle begins: Elon Musk's xAI sues Apple and OpenAI for manipulating App Store rankings,NS:HINDUT,urn:newsml:reuters.com:20250826:nNRAxhc33z:1,AAPL.O,2025-08-26 04:44:21.201000+00:00,0.014603706076741219,0.8663527965545654,0.11904348433017731,-0.8517490904778242,negative
2025-08-26 04:54:19.109000+00:00,26/08/2025,"ELON MUSK'S COMPANIES SUE APPLE, OPENAI OVER ALLEGED ANTICOMPETITIVE SCHEME",NS:BER,urn:newsml:reuters.com:20250826:nBERbCflBZ:1,AAPL.O,2025-08-26 04:54:19.109000+00:00,0.019266348332166672,0.8860219717025757,0.09471167623996735,-0.866755623370409,negative
2025-08-26 04:56:10.386000+00:00,26/08/2025,Apple's Koregaon Park retail store in Pune opens on September 4: Details,NS:BUSSTA,urn:newsml:reuters.com:20250826:nNRAxhc51z:1,AAPL.O,2025-08-26 04:56:10.386000+00:00,0.06054113060235977,0.01262533850967884,0.9268335103988647,0.04791579209268093,neutral
2025-08-26 04:56:21.501000+00:00,26/08/2025,"Apple Koregaon Park announced as 4th official store in India, opening 4 September",NS:HINDUT,urn:newsml:reuters.com:20250826:nNRAxhc49h:1,AAPL.O,2025-08-26 04:56:21.501000+00:00,0.17518644034862518,0.012961491011083126,0.8118520379066467,0.16222494933754206,positive
2025-08-26 06:20:39.497000+00:00,26/08/2025,"Apple to open fourth India store in Pune, days ahead of iPhone 17 series debut",NS:MINTNE,urn:newsml:reuters.com:20250826:nNRAxhcwv7:1,AAPL.O,2025-08-26 06:20:39.497000+00:00,0.32760146260261536,0.013776653446257114,0.6586218476295471,0.31382480915635824,positive
2025-08-26 07:01:42.719000+00:00,26/08/2025,"Elon Musk's xAI sues Apple, OpenAI over artificial intelligence competition, app store rankings",NS:INDIAE,urn:newsml:reuters.com:20250826:nNRAxhd904:1,AAPL.O,2025-08-26 07:01:42.719000+00:00,0.05776573717594147,0.1373063027858734,0.8049279451370239,-0.07954056560993195,negative
2025-08-26 07:36:11.344000+00:00,26/08/2025,"Soon, Google may launch its file sharing app 'Quick Share' for Apple iPhone",NS:BUSSTA,urn:newsml:reuters.com:20250826:nNRAxhdprn:1,AAPL.O,2025-08-26 07:36:11.344000+00:00,0.1336035132408142,0.009450403973460197,0.8569460511207581,0.12415310926735401,positive
2025-08-26 07:46:31.883000+00:00,26/08/2025,"Musk's xAI sues Apple and OpenAI, accusing companies of collusion",NS:WASHPO,urn:newsml:reuters.com:20250826:nNRAxhdvzv:1,AAPL.O,2025-08-26 07:46:31.883000+00:00,0.013906162232160568,0.9075470566749573,0.07854676246643066,-0.8936408944427967,negative
2025-08-26 07:53:43.417000+00:00,26/08/2025,Samsung makes fun of Apple before iPhone 17 launch because.,NS:HINDUT,urn:newsml:reuters.com:20250826:nNRAxhdy7m:1,AAPL.O,2025-08-26 07:53:43.417000+00:00,0.027625225484371185,0.38862502574920654,0.5837497711181641,-0.36099980026483536,negative
2025-08-26 07:54:17.822000+00:00,26/08/2025,Buying iPhone from an Apple Store in India: Pros and Cons explained,NS:HINDUT,urn:newsml:reuters.com:20250826:nNRAxhdxw0:1,AAPL.O,2025-08-26 07:54:17.822000+00:00,0.06856398284435272,0.022529220208525658,0.9089068174362183,0.046034762635827065,neutral
2025-08-26 09:32:12.606000+00:00,26/08/2025,Musk's AI startup sues OpenAI and Apple over anticompetitive conduct,NS:THEGRD,urn:newsml:reuters.com:20250826:nNRAxhewd6:1,AAPL.O,2025-08-26 09:32:12.606000+00:00,0.017100488767027855,0.9039475321769714,0.07895191758871078,-0.8868470434099436,negative
2025-08-26 10:03:13.836000+00:00,26/08/2025,"Newscasts - Tech Weekly: Intel's activist investor, Google's new salesman",NS:RTRS,urn:newsml:reuters.com:20250826:nRTV3wbL9b:13,AAPL.O,2025-08-26 10:03:13.836000+00:00,0.08584471046924591,0.019406815990805626,0.8947485089302063,0.06643789447844028,positive
2025-08-26 10:48:20.015000+00:00,26/08/2025,"Newscasts - Tech Weekly: Intel's activist investor, Google's new salesman",NS:RTRS,urn:newsml:reuters.com:20250826:nRTV6N6c5b:16,AAPL.O,2025-08-26 10:48:20.015000+00:00,0.08584471046924591,0.019406815990805626,0.8947485089302063,0.06643789447844028,positive
2025-08-26 11:02:40.938000+00:00,26/08/2025,Apple-Google Likely Tie-Up for Siri Revamp Puts These ETFs in Focus,NS:ZACKSC,urn:newsml:reuters.com:20250826:nNRAxhg1qq:1,AAPL.O,2025-08-26 11:02:40.938000+00:00,0.08700762689113617,0.016065476462244987,0.8969268798828125,0.07094215042889118,positive
2025-08-26 12:00:21.782000+00:00,26/08/2025,"Top 10 latest tablets of 2025 from Samsung, Xiaomi, Lenovo and Apple",NS:HINDUT,urn:newsml:reuters.com:20250826:nNRAxhgvvd:1,AAPL.O,2025-08-26 12:00:21.782000+00:00,0.6430222988128662,0.012477675452828407,0.34449994564056396,0.6305446233600378,positive
2025-08-26 14:03:09.839000+00:00,26/08/2025,"Apple Mac Mini desktop computers offer high performance, a sleek design, and all the power you need in one small unit",NS:MINTNE,urn:newsml:reuters.com:20250826:nNRAxhiz6u:1,AAPL.O,2025-08-26 14:03:09.839000+00:00,0.22304463386535645,0.01295535173267126,0.7639999389648438,0.21008928213268518,positive
2025-08-26 14:11:38.894000+00:00,26/08/2025,Apple Has Internally Discussed Possible Acquisitions Of Mistral And Perplexity- The Information,NS:SIGDEV,urn:newsml:reuters.com:20250826:nRSD5HVzVc:1,AAPL.O,2025-08-26 14:11:38.894000+00:00,0.029917901381850243,0.02351979911327362,0.9465622901916504,0.006398102268576622,neutral
2025-08-26 14:31:57.795000+00:00,26/08/2025,Apple to open its 4th India retail store in Pune's Koregaon Park on September 4,NS:INDIAE,urn:newsml:reuters.com:20250826:nNRAxhjclm:1,AAPL.O,2025-08-26 14:31:57.795000+00:00,0.29324808716773987,0.010493769310414791,0.6962580680847168,0.2827543178573251,positive
2025-08-26 14:32:42.121000+00:00,26/08/2025,Apple to expand iPhones production in India - newspaper,NS:ITARTA,urn:newsml:reuters.com:20250826:nNRAxhjdov:1,AAPL.O,2025-08-26 14:32:42.121000+00:00,0.9389302730560303,0.009701154194772243,0.051368601620197296,0.929229118861258,positive
2025-08-26 15:09:59.273000+00:00,26/08/2025,New iPhone's typically have been sell-the-news events for Apple. Will it be again?,NS:CNBC,urn:newsml:reuters.com:20250826:nCPC7KsXwT:1,AAPL.O,2025-08-26 15:09:59.273000+00:00,0.03583376482129097,0.06919058412313461,0.8949756622314453,-0.03335681930184364,neutral
2025-08-26 15:51:14.268000+00:00,26/08/2025,"Newscasts - Elon Musk's xAI sues Apple, OpenAI over competition claims",NS:RTRS,urn:newsml:reuters.com:20250826:nRTVb4VBrL:25,AAPL.O,2025-08-26 15:51:14.268000+00:00,0.020860586315393448,0.8574437499046326,0.12169565260410309,-0.8365831635892391,negative
2025-08-26 17:26:13.836000+00:00,26/08/2025,'We're thoughtful about how we show up for our users': Apple's Deirdre O'Brien,NS:HINDUT,urn:newsml:reuters.com:20250826:nNRAxhlwym:1,AAPL.O,2025-08-26 17:26:13.836000+00:00,0.12304100394248962,0.016541872173547745,0.8604170680046082,0.10649913176894188,positive
2025-08-26 17:26:15.766000+00:00,26/08/2025,iPhone 17 launch date finally announced by Apple: Details..,NS:HINDUT,urn:newsml:reuters.com:20250826:nNRAxhlwyn:1,AAPL.O,2025-08-26 17:26:15.766000+00:00,0.032390814274549484,0.01929677650332451,0.9483123421669006,0.013094037771224976,neutral
2025-08-26 17:44:43.734000+00:00,26/08/2025,"Apple to host annual fall event on 9 September: What to expect from iPhone Air, AI features and more",NS:MINTNE,urn:newsml:reuters.com:20250826:nNRAxhm8hx:1,AAPL.O,2025-08-26 17:44:43.734000+00:00,0.059385642409324646,0.017120253294706345,0.9234941601753235,0.0422653891146183,neutral
2025-08-26 18:49:28.402000+00:00,26/08/2025,"Newscasts - Jack Mallers Questions ETH Treasury Hype, Citing Bitcoin's $400 Trillion Opportunity",NS:COIN,urn:newsml:reuters.com:20250826:nRTV8Jypw5:14,AAPL.O,2025-08-26 18:49:28.402000+00:00,0.052315905690193176,0.2011955976486206,0.7464885115623474,-0.14887969195842743,negative
2025-08-26 19:14:46.599000+00:00,26/08/2025,Apple to launch iPhone 17 series on September 9. Here's everything else releasing,NS:HINDUT,urn:newsml:reuters.com:20250826:nNRAxhniv1:1,AAPL.O,2025-08-26 19:14:46.599000+00:00,0.042463332414627075,0.034353431314229965,0.923183262348175,0.00810990110039711,neutral
2025-08-26 23:11:58.620000+00:00,26/08/2025,iPhone 17 event: Apple announces date it will launch dramatically changed new products,NS:INDEPE,urn:newsml:reuters.com:20250826:nNRAxhpksb:1,AAPL.O,2025-08-26 23:11:58.620000+00:00,0.14444997906684875,0.01566966250538826,0.8398804068565369,0.1287803165614605,positive
2025-08-27 01:16:20.192000+00:00,27/08/2025,"Apple Announces New Product Launch Event on Sep 9, Anticipated to Release iPhone 17",NS:AAFN,urn:newsml:reuters.com:20250827:nAAS8JFJNq:1,AAPL.O,2025-08-27 01:16:20.192000+00:00,0.10189856588840485,0.012729914858937263,0.8853715062141418,0.08916865102946758,positive
2025-08-27 01:36:25.816000+00:00,27/08/2025,"<US>DJIA Ends Up 135 Pts; Nvidia, Apple Both Rise 1%",NS:AAFN,urn:newsml:reuters.com:20250827:nAAS4vdSGf:2,AAPL.O,2025-08-27 01:36:25.816000+00:00,0.8793439269065857,0.04015222191810608,0.08050381392240524,0.8391917049884796,positive
2025-08-27 02:46:36.169000+00:00,27/08/2025,LENS Surges 15% Once to Record High on iPhone 17 Debut Hopes,NS:AAFN,urn:newsml:reuters.com:20250827:nAAS2Fhk5n:1,AAPL.O,2025-08-27 02:46:36.169000+00:00,0.9422304630279541,0.026987554505467415,0.03078196570277214,0.9152429085224867,positive
2025-08-27 03:12:27.057000+00:00,27/08/2025,iPhone 17 launching on. 5 BIG announcements from Apple,NS:HINDUT,urn:newsml:reuters.com:20250827:nNRAxhs5qb:1,AAPL.O,2025-08-27 03:12:27.057000+00:00,0.1638379991054535,0.041362158954143524,0.7947998046875,0.12247584015130997,positive
2025-08-27 03:58:12.315000+00:00,27/08/2025,Steve Jobs failed with Apple Ping; Spotify is giving it another try in 2025,NS:HINDUT,urn:newsml:reuters.com:20250827:nNRAxhskpk:1,AAPL.O,2025-08-27 03:58:12.315000+00:00,0.25777506828308105,0.014863351359963417,0.7273615002632141,0.24291171692311764,positive
2025-08-27 04:00:55.291000+00:00,27/08/2025,The Chinese gadget maker taking on Tesla and Apple,NS:FT,urn:newsml:reuters.com:20250827:nFtnbJ5F2T:1,AAPL.O,2025-08-27 04:00:55.291000+00:00,0.06616704910993576,0.0301528200507164,0.903680145740509,0.03601422905921936,neutral
2025-08-27 05:01:09.714000+00:00,27/08/2025,iPhone 17 series: Apple schedules 'Awe dropping' event for September 9,NS:BUSSTA,urn:newsml:reuters.com:20250827:nNRAxht6d8:1,AAPL.O,2025-08-27 05:01:09.714000+00:00,0.023916855454444885,0.1612798273563385,0.8148033022880554,-0.13736297190189362,negative
2025-08-27 05:58:28.169000+00:00,27/08/2025,"Apple iPhone 17 launch event logo: Orange, blue and the mystery of 'Awe dropping'",NS:HINDUT,urn:newsml:reuters.com:20250827:nNRAxhtthk:1,AAPL.O,2025-08-27 05:58:28.169000+00:00,0.04264239966869354,0.024099159985780716,0.9332584142684937,0.018543239682912827,neutral
2025-08-27 05:58:52.501000+00:00,27/08/2025,"iPhone 17 launch date announced, India sale begins on.",NS:HINDUT,urn:newsml:reuters.com:20250827:nNRAxhtrvg:1,AAPL.O,2025-08-27 05:58:52.501000+00:00,0.07585947960615158,0.013726990669965744,0.9104134440422058,0.06213248893618584,positive
2025-08-27 09:26:10.892000+00:00,27/08/2025,iPhone 17 launch: Apple may phase out these 7 products,NS:HINDUT,urn:newsml:reuters.com:20250827:nNRAxhwwx5:1,AAPL.O,2025-08-27 09:26:10.892000+00:00,0.022717533633112907,0.3396412432193756,0.6376411318778992,-0.3169237095862627,negative
2025-08-27 11:01:57.951000+00:00,27/08/2025,Apple testing reverse wireless charging for iPhone 17 Pro: Report,NS:INDIAE,urn:newsml:reuters.com:20250827:nNRAxhyl7i:1,AAPL.O,2025-08-27 11:01:57.951000+00:00,0.12019427120685577,0.02013750560581684,0.8596681952476501,0.10005676560103893,positive
2025-08-27 12:21:08.612000+00:00,27/08/2025,"Here are Wednesday's biggest analyst calls: Nvidia, Apple, Ralph Lauren, DoorDash, CoreWeave, Krispy Kreme & more",NS:CNBC,urn:newsml:reuters.com:20250827:nCPC9v4Xsk:1,AAPL.O,2025-08-27 12:21:08.612000+00:00,0.03374262526631355,0.029225297272205353,0.9370320439338684,0.0045173279941082,neutral
2025-08-27 12:43:46.586000+00:00,27/08/2025,Newscasts - Watch CNBC's full interview with Tulane University professor Walter Isaacson,NS:CNBC,urn:newsml:reuters.com:20250827:nRTV2CcD7q:3,AAPL.O,2025-08-27 12:43:46.586000+00:00,0.028838710859417915,0.030338104814291,0.9408231973648071,-0.001499393954873085,neutral
2025-08-27 14:22:13.192000+00:00,27/08/2025,Apple to Launch iPhone 17 Next Month,NS:WALLST,urn:newsml:reuters.com:20250827:nNRAxi27g9:1,AAPL.O,2025-08-27 14:22:13.192000+00:00,0.0798371285200119,0.012832406908273697,0.9073305130004883,0.0670047216117382,positive
2025-08-27 15:25:44.690000+00:00,27/08/2025,Newscasts - AI Weekly: grouchy Grok and the wizard of bots,NS:RTRS,urn:newsml:reuters.com:20250827:nRTVSmr4J:22,AAPL.O,2025-08-27 15:25:44.690000+00:00,0.05981658771634102,0.027125250548124313,0.9130581617355347,0.032691337168216705,neutral
2025-08-27 15:31:59.389000+00:00,27/08/2025,"With the iPhone 17 launch date set, Cook & Co face a litmus test to show the world still wants an iPhone",NS:INDIAE,urn:newsml:reuters.com:20250827:nNRAxi37yg:1,AAPL.O,2025-08-27 15:31:59.389000+00:00,0.17177864909172058,0.024437177926301956,0.8037841320037842,0.14734147116541862,positive
2025-08-27 16:01:49.194000+00:00,27/08/2025,"Apple sends invites for Sept 9 event, iPhone 17 series expected",NS:INDIAE,urn:newsml:reuters.com:20250827:nNRAxi3u1f:1,AAPL.O,2025-08-27 16:01:49.194000+00:00,0.056477706879377365,0.021397840231657028,0.9221245050430298,0.03507986664772034,neutral
2025-08-27 17:46:06.931000+00:00,27/08/2025,Apple ramps up India output as peak festival season approaches,NS:BUSSTA,urn:newsml:reuters.com:20250827:nNRAxi5luy:1,AAPL.O,2025-08-27 17:46:06.931000+00:00,0.9190738201141357,0.020577648654580116,0.06034858524799347,0.8984961714595556,positive
2025-08-27 21:41:56.035000+00:00,27/08/2025,Here's how Apple's iOS 26 might severely impact Republicans ahead of midterms,NS:MINTNE,urn:newsml:reuters.com:20250827:nNRAxi84sv:1,AAPL.O,2025-08-27 21:41:56.035000+00:00,0.0158967487514019,0.8467310070991516,0.13737228512763977,-0.8308342583477497,negative
2025-08-27 21:48:07.395000+00:00,27/08/2025,Story-I to Raise Funds in Rights Offering of Shares,NS:DATMTR,urn:newsml:reuters.com:20250827:nNRAxi86ok:1,AAPL.O,2025-08-27 21:48:07.395000+00:00,0.14218685030937195,0.00989458430558443,0.8479186296463013,0.13229226600378752,positive
2025-08-27 22:00:26.284000+00:00,27/08/2025,"S&P 500 EMINIS DIP 0.2%, NASDAQ FUTURES DOWN 0.4% AS NVIDIA SLIPS 2.8% AFTER BELL",NS:RTRS,urn:newsml:reuters.com:20250827:nP8N3T00DM:1,AAPL.O,2025-08-27 22:00:26.284000+00:00,0.011863015592098236,0.9547813534736633,0.033355601131916046,-0.9429183378815651,negative
2025-08-27 22:31:05.551000+00:00,27/08/2025,Apple Inc. SEC Filings files Form -- 4,NS:EDG,urn:newsml:reuters.com:20250827:nEOL2qHC35:1,AAPL.O,2025-08-27 22:31:05.551000+00:00,0.018469741567969322,0.10081649571657181,0.880713701248169,-0.08234675414860249,negative
2025-08-28 00:06:53.742000+00:00,28/08/2025,The Chinese gadget maker taking on Tesla and Apple,NS:STRAIT,urn:newsml:reuters.com:20250828:nNRAxi99nh:1,AAPL.O,2025-08-28 00:06:53.742000+00:00,0.06616704910993576,0.0301528200507164,0.903680145740509,0.03601422905921936,neutral
2025-08-28 03:22:28.929000+00:00,28/08/2025,"iPhone 17 Pro launch: Apple's ""Awe Dropping"" invite hides two secret features",NS:HINDUT,urn:newsml:reuters.com:20250828:nNRAxib857:1,AAPL.O,2025-08-28 03:22:28.929000+00:00,0.03584524244070053,0.05462609976530075,0.9095286130905151,-0.01878085732460022,neutral
2025-08-28 03:30:46.306000+00:00,28/08/2025,iPhone 17 launch: Donald Trump may 'hate' iOS 26 update because.,NS:HINDUT,urn:newsml:reuters.com:20250828:nNRAxib9ae:1,AAPL.O,2025-08-28 03:30:46.306000+00:00,0.013677407056093216,0.8199916481971741,0.16633102297782898,-0.8063142411410809,negative
2025-08-28 03:55:03.518000+00:00,28/08/2025,iPhone 17 launch: Samsung announces a new September 'surprise' for Apple to .,NS:HINDUT,urn:newsml:reuters.com:20250828:nNRAxibf8f:1,AAPL.O,2025-08-28 03:55:03.518000+00:00,0.27699702978134155,0.019259687513113022,0.7037432789802551,0.25773734226822853,positive
2025-08-28 04:23:44.851000+00:00,28/08/2025,<Research>BofAS Lifts LENS (06613.HK) TP to $30 as Mgmt Optimistic About Apple Cycle w/ Good Progress in Emerging Biz,NS:AAFN,urn:newsml:reuters.com:20250828:nAAS1wncb8:1,AAPL.O,2025-08-28 04:23:44.851000+00:00,0.9391671419143677,0.03257415071129799,0.028258781880140305,0.9065929912030697,positive
